"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 4",10.896525,2.56,19.23,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","2.0 to 2.4"
"Category 5",11.481684,4.08,18.88,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","2.5 to 2.9"
"Category 6",37.640045,28.18,47.1,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","3.0 to 3.4"
"Category 7",39.981745,32.66,47.3,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wisconsin","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Wyoming","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Puerto Rico","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.08764,0,0.17,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.464436,0.34,0.59,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","1.5 to 1.9"
"Category 4",3.453118,3.15,3.76,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","2.0 to 2.4"
"Category 5",8.777369,8.32,9.24,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","2.5 to 2.9"
"Category 6",30.621578,29.91,31.33,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","3.0 to 3.4"
"Category 7",56.595859,55.76,57.43,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alabama","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Alaska","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","1.5 to 1.9"
"Category 4",0.427244,-0.09,0.94,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","2.0 to 2.4"
"Category 5",7.074311,4.14,10,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","2.5 to 2.9"
"Category 6",28.478087,22.8,34.16,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","3.0 to 3.4"
"Category 7",63.276372,58.72,67.83,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arizona","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","1.5 to 1.9"
"Category 4",1.050492,-0.39,2.49,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","2.0 to 2.4"
"Category 5",7.792963,5.63,9.95,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","2.5 to 2.9"
"Category 6",29.915,23.2,36.63,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","3.0 to 3.4"
"Category 7",60.846803,55.27,66.42,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Arkansas","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","1.0 to 1.4"
"Category 3",0.379515,-0.07,0.83,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","1.5 to 1.9"
"Category 4",3.061531,2.03,4.09,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","2.0 to 2.4"
"Category 5",8.261631,6.73,9.8,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","2.5 to 2.9"
"Category 6",31.089258,28.57,33.61,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","3.0 to 3.4"
"Category 7",57.208066,54.27,60.15,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","California","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","1.0 to 1.4"
"Category 3",0.313064,-0.03,0.66,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","1.5 to 1.9"
"Category 4",5.603328,1.89,9.32,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","2.0 to 2.4"
"Category 5",8.361442,4.86,11.87,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","2.5 to 2.9"
"Category 6",33.009593,27.64,38.37,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","3.0 to 3.4"
"Category 7",52.568534,46.84,58.29,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Colorado","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Connecticut","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Delaware","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","District of Columbia","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","1.0 to 1.4"
"Category 3",0.467328,-0.05,0.99,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","1.5 to 1.9"
"Category 4",4.879694,3.46,6.3,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","2.0 to 2.4"
"Category 5",10.14265,7.53,12.75,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","2.5 to 2.9"
"Category 6",32.390364,28.36,36.42,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","3.0 to 3.4"
"Category 7",51.981865,47.12,56.85,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Florida","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","1.5 to 1.9"
"Category 4",3.70077,1.62,5.78,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","2.0 to 2.4"
"Category 5",8.437298,6.41,10.46,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","2.5 to 2.9"
"Category 6",29.667636,26.06,33.27,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","3.0 to 3.4"
"Category 7",58.065232,53.16,62.97,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Georgia","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","1.0 to 1.4"
"Category 3",0.850203,-0.39,2.09,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","1.5 to 1.9"
"Category 4",4.264758,2.61,5.92,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","2.0 to 2.4"
"Category 5",9.648956,7.14,12.16,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","2.5 to 2.9"
"Category 6",29.914497,24.92,34.91,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","3.0 to 3.4"
"Category 7",55.321586,52.2,58.44,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Hawaii","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Idaho","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","1.0 to 1.4"
"Category 3",0.453959,-0.08,0.99,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","1.5 to 1.9"
"Category 4",4.141077,2.23,6.05,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","2.0 to 2.4"
"Category 5",8.514937,6.79,10.24,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","2.5 to 2.9"
"Category 6",35.763321,32.96,38.57,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","3.0 to 3.4"
"Category 7",51.126707,48.56,53.69,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Illinois","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Indiana","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Iowa","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Iowa","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Iowa","1.5 to 1.9"
