"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 3",0.307259,0,0.62,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Tennessee","1.5 to 1.9"
"Category 4",8.020537,5.95,10.09,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Tennessee","2.0 to 2.4"
"Category 5",18.193892,14.89,21.5,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Tennessee","2.5 to 2.9"
"Category 6",35.836048,30.69,40.98,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Tennessee","3.0 to 3.4"
"Category 7",37.523597,33.42,41.63,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Tennessee","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","1.0 to 1.4"
"Category 3",1.856131,-0.06,3.77,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","1.5 to 1.9"
"Category 4",8.108842,5.94,10.28,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","2.0 to 2.4"
"Category 5",13.645699,10.89,16.4,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","2.5 to 2.9"
"Category 6",40.016892,35.19,44.85,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","3.0 to 3.4"
"Category 7",36.276744,30.18,42.37,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Texas","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Utah","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","1.0 to 1.4"
"Category 3",3.007813,-5.95,11.96,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","1.5 to 1.9"
"Category 4",7.127254,-0.68,14.93,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","2.0 to 2.4"
"Category 5",32.09825,-0.96,65.16,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","2.5 to 2.9"
"Category 6",30.34218,17.39,43.29,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","3.0 to 3.4"
"Category 7",27.424503,4.27,50.58,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Vermont","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","1.5 to 1.9"
"Category 4",13.794899,3.15,24.44,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","2.0 to 2.4"
"Category 5",17.835859,12.56,23.11,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","2.5 to 2.9"
"Category 6",33.314671,26.26,40.36,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","3.0 to 3.4"
"Category 7",34.250267,25.47,43.03,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Virginia","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","1.0 to 1.4"
"Category 3",4.573903,-0.81,9.95,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","1.5 to 1.9"
"Category 4",7.18948,3.79,10.59,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","2.0 to 2.4"
"Category 5",14.87502,9.13,20.62,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","2.5 to 2.9"
"Category 6",34.059533,23.03,45.09,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","3.0 to 3.4"
"Category 7",38.140164,26.18,50.1,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Washington","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","1.5 to 1.9"
"Category 4",10.161588,2.31,18.01,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","2.0 to 2.4"
"Category 5",12.92916,3.15,22.71,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","2.5 to 2.9"
"Category 6",38.234318,27.63,48.84,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","3.0 to 3.4"
"Category 7",38.674935,32.7,44.65,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","West Virginia","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wisconsin","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Wyoming","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Puerto Rico","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","0.5 to 0.9"
"Category 2",0.082128,0.01,0.15,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","1.0 to 1.4"
"Category 3",0.441179,0.32,0.56,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","1.5 to 1.9"
"Category 4",3.38369,3.09,3.68,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","2.0 to 2.4"
"Category 5",8.630037,8.19,9.07,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","2.5 to 2.9"
"Category 6",30.308985,29.65,30.97,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","3.0 to 3.4"
"Category 7",57.152835,56.38,57.92,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Total","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alabama","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Alaska","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","1.5 to 1.9"
"Category 4",0.944778,-0.28,2.17,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","2.0 to 2.4"
"Category 5",6.721895,4.58,8.87,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","2.5 to 2.9"
"Category 6",28.683073,23.87,33.5,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","3.0 to 3.4"
"Category 7",63.118414,57.32,68.92,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arizona","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","1.5 to 1.9"
"Category 4",1.328295,0.06,2.59,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","2.0 to 2.4"
"Category 5",8.40251,5.26,11.54,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","2.5 to 2.9"
"Category 6",29.537661,22.41,36.67,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","3.0 to 3.4"
"Category 7",60.406095,54.38,66.43,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Arkansas","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","1.0 to 1.4"
"Category 3",0.364931,-0.07,0.8,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","1.5 to 1.9"
"Category 4",2.943887,1.96,3.93,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","2.0 to 2.4"
"Category 5",8.218467,6.7,9.73,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","2.5 to 2.9"
"Category 6",30.469633,28.07,32.87,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","3.0 to 3.4"
"Category 7",58.003082,55.19,60.82,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","California","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","1.0 to 1.4"
"Category 3",0.256065,-0.02,0.54,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","1.5 to 1.9"
"Category 4",5.131268,1.98,8.28,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","2.0 to 2.4"
"Category 5",9.61372,6.57,12.66,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","2.5 to 2.9"
"Category 6",31.27134,27.06,35.48,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","3.0 to 3.4"
"Category 7",53.609793,48.93,58.29,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Colorado","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Connecticut","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","Delaware","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","District of Columbia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","District of Columbia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","District of Columbia","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","District of Columbia","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","District of Columbia","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 4-year","High School GPA",7,"Institution State","eqfccp","B2 Percentages","District of Columbia","3.0 to 3.4"
